#frame name x y z qx qy qz qw
68 68.png 0.949263 6.656347 1.486869 0.707107 0.000000 0.000000 0.707107
69 69.png 0.906973 6.609079 1.496970 0.707107 0.000000 0.000000 0.707107
70 70.png 0.871008 6.556839 1.507071 0.707107 0.000000 0.000000 0.707107
71 71.png 0.841946 6.500465 1.517172 0.707107 0.000000 0.000000 0.707107
72 72.png 0.820254 6.440866 1.527273 0.707107 0.000000 0.000000 0.707107
73 73.png 0.806281 6.379001 1.537374 0.707107 0.000000 0.000000 0.707107
74 74.png 0.800252 6.315864 1.547475 0.707107 0.000000 0.000000 0.707107
75 75.png 0.802264 6.252472 1.557576 0.707107 0.000000 0.000000 0.707107
76 76.png 0.812285 6.189845 1.567677 0.707107 0.000000 0.000000 0.707107
77 77.png 0.830154 6.128990 1.577778 0.707107 0.000000 0.000000 0.707107
78 78.png 0.855582 6.070887 1.587879 0.707107 0.000000 0.000000 0.707107
79 79.png 0.888162 6.016470 1.597980 0.707107 0.000000 0.000000 0.707107
80 80.png 0.927368 5.966615 1.608081 0.707107 0.000000 0.000000 0.707107
81 81.png 0.972570 5.922125 1.618182 0.707107 0.000000 0.000000 0.707107
82 82.png 1.023040 5.883715 1.628283 0.707107 0.000000 0.000000 0.707107
83 83.png 1.077967 5.852003 1.638384 0.707107 0.000000 0.000000 0.707107
84 84.png 1.136466 5.827500 1.648485 0.707107 0.000000 0.000000 0.707107
85 85.png 1.197597 5.810599 1.658586 0.707107 0.000000 0.000000 0.707107
86 86.png 1.260375 5.801573 1.668687 0.707107 0.000000 0.000000 0.707107
87 87.png 1.323791 5.800566 1.678788 0.707107 0.000000 0.000000 0.707107
88 88.png 1.386824 5.807596 1.688889 0.707107 0.000000 0.000000 0.707107
89 89.png 1.448460 5.822549 1.698990 0.707107 0.000000 0.000000 0.707107
90 90.png 1.507708 5.845184 1.709091 0.707107 0.000000 0.000000 0.707107
91 91.png 1.563613 5.875137 1.719192 0.707107 0.000000 0.000000 0.707107
92 92.png 1.615276 5.911927 1.729293 0.707107 0.000000 0.000000 0.707107
93 93.png 1.661867 5.954960 1.739394 0.707107 0.000000 0.000000 0.707107
94 94.png 1.702635 6.003546 1.749495 0.707107 0.000000 0.000000 0.707107
95 95.png 1.736925 6.056902 1.759596 0.707107 0.000000 0.000000 0.707107
96 96.png 1.764184 6.114169 1.769697 0.707107 0.000000 0.000000 0.707107
97 97.png 1.783974 6.174426 1.779798 0.707107 0.000000 0.000000 0.707107
98 98.png 1.795977 6.236704 1.789899 0.707107 0.000000 0.000000 0.707107
99 99.png 1.800000 6.300000 1.800000 0.707107 0.000000 0.000000 0.707107
