# frame_id image_name x y z qx qy qz qw
102 0102.png -0.385113 -2.702202 0.676274 0.109200 0.778490 0.612092 0.085859
103 0103.png -0.386955 -2.708855 0.677948 0.102508 0.779192 0.613064 0.080652
104 0104.png -0.388688 -2.715559 0.679622 0.095751 0.779860 0.613977 0.075384
105 0105.png -0.390309 -2.722310 0.681296 0.088924 0.780492 0.614832 0.070049
106 0106.png -0.391815 -2.729105 0.682971 0.082021 0.781086 0.615628 0.064646
107 0107.png -0.393203 -2.735943 0.684646 0.075037 0.781641 0.616365 0.059171
108 0108.png -0.394472 -2.742819 0.686321 0.067967 0.782152 0.617044 0.053620
109 0109.png -0.395617 -2.749732 0.687996 0.060808 0.782617 0.617664 0.047991
110 0110.png -0.396638 -2.756678 0.689672 0.053553 0.783034 0.618225 0.042282
111 0111.png -0.397530 -2.763655 0.691349 0.046200 0.783397 0.618727 0.036489
112 0112.png -0.398292 -2.770659 0.693026 0.038743 0.783705 0.619168 0.030609
113 0113.png -0.398920 -2.777688 0.694703 0.031181 0.783952 0.619549 0.024642
114 0114.png -0.399413 -2.784740 0.696381 0.023508 0.784134 0.619868 0.018584
115 0115.png -0.399767 -2.791811 0.698060 0.015723 0.784248 0.620124 0.012433
116 0116.png -0.399980 -2.798898 0.699739 0.007824 0.784287 0.620317 0.006188
117 0117.png -0.400049 -2.805999 0.701419 -0.000098 0.784253 0.620442 -0.000077
118 0118.png -0.399977 -2.813110 0.703100 -0.007877 0.784151 0.620489 -0.006233
119 0119.png -0.399764 -2.820226 0.704781 -0.015518 0.783987 0.620462 -0.012281
120 0120.png -0.399414 -2.827344 0.706463 -0.023029 0.783767 0.620360 -0.018228
121 0121.png -0.398928 -2.834459 0.708145 -0.030418 0.783495 0.620186 -0.024078
122 0122.png -0.398309 -2.841567 0.709828 -0.037694 0.783174 0.619941 -0.029838
123 0123.png -0.397558 -2.848664 0.711512 -0.044865 0.782810 0.619625 -0.035512
124 0124.png -0.396678 -2.855746 0.713196 -0.051938 0.782404 0.619239 -0.041107
125 0125.png -0.395672 -2.862809 0.714880 -0.058924 0.781959 0.618784 -0.046628
126 0126.png -0.394542 -2.869848 0.716565 -0.065830 0.781479 0.618259 -0.052081
127 0127.png -0.393289 -2.876860 0.718250 -0.072665 0.780965 0.617665 -0.057471
128 0128.png -0.391916 -2.883840 0.719935 -0.079438 0.780419 0.617002 -0.062804
129 0129.png -0.390425 -2.890784 0.721621 -0.086157 0.779842 0.616269 -0.068085
130 0130.png -0.388818 -2.897688 0.723307 -0.092831 0.779236 0.615466 -0.073321
131 0131.png -0.387099 -2.904548 0.724993 -0.099470 0.778601 0.614591 -0.078517
132 0132.png -0.385268 -2.911359 0.726680 -0.106083 0.777937 0.613644 -0.083679
133 0133.png -0.383328 -2.918118 0.728367 -0.112678 0.777245 0.612623 -0.088812
134 0134.png -0.381281 -2.924820 0.730053 -0.119265 0.776524 0.611527 -0.093923
135 0135.png -0.379130 -2.931462 0.731740 -0.125853 0.775773 0.610354 -0.099017
136 0136.png -0.376877 -2.938038 0.733427 -0.132453 0.774993 0.609102 -0.104101
137 0137.png -0.374524 -2.944546 0.735114 -0.139074 0.774180 0.607769 -0.109180
138 0138.png -0.372072 -2.950980 0.736801 -0.145726 0.773334 0.606352 -0.114260
139 0139.png -0.369526 -2.957336 0.738488 -0.152419 0.772453 0.604848 -0.119348
140 0140.png -0.366886 -2.963612 0.740175 -0.159165 0.771533 0.603254 -0.124450
141 0141.png -0.364154 -2.969801 0.741861 -0.165975 0.770573 0.601565 -0.129572
142 0142.png -0.361334 -2.975901 0.743548 -0.172859 0.769567 0.599780 -0.134722
143 0143.png -0.358428 -2.981906 0.745235 -0.179830 0.768513 0.597892 -0.139905
144 0144.png -0.355436 -2.987813 0.746921 -0.186900 0.767405 0.595898 -0.145130
145 0145.png -0.352363 -2.993618 0.748607 -0.194082 0.766239 0.593792 -0.150403
146 0146.png -0.349209 -2.999317 0.750293 -0.201388 0.765008 0.591569 -0.155731
147 0147.png -0.345978 -3.004905 0.751978 -0.208833 0.763705 0.589223 -0.161122
148 0148.png -0.342671 -3.010378 0.753663 -0.216431 0.762322 0.586747 -0.166584
149 0149.png -0.339291 -3.015732 0.755348 -0.224197 0.760852 0.584135 -0.172125
150 0150.png -0.335839 -3.020964 0.757032 -0.232146 0.759283 0.581379 -0.177753
151 0151.png -0.332319 -3.026067 0.758716 -0.240294 0.757606 0.578471 -0.183477
152 0152.png -0.328732 -3.031040 0.760400 -0.248658 0.755808 0.575402 -0.189306
153 0153.png -0.325081 -3.035877 0.762083 -0.257256 0.753874 0.572164 -0.195248
154 0154.png -0.321367 -3.040574 0.763765 -0.266105 0.751791 0.568746 -0.201314
155 0155.png -0.317593 -3.045128 0.765447 -0.275223 0.749539 0.565138 -0.207513
156 0156.png -0.313762 -3.049533 0.767129 -0.284630 0.747101 0.561330 -0.213855
157 0157.png -0.309875 -3.053787 0.768809 -0.294344 0.744455 0.557310 -0.220350
158 0158.png -0.305935 -3.057884 0.770489 -0.304383 0.741577 0.553065 -0.227008
159 0159.png -0.301943 -3.061820 0.772169 -0.314768 0.738441 0.548584 -0.233840
160 0160.png -0.297903 -3.065592 0.773847 -0.325517 0.735017 0.543853 -0.240856
161 0161.png -0.293816 -3.069196 0.775525 -0.336646 0.731275 0.538860 -0.248067
162 0162.png -0.289685 -3.072626 0.777202 -0.348172 0.727177 0.533590 -0.255483
163 0163.png -0.285511 -3.075880 0.778878 -0.360110 0.722687 0.528030 -0.263113
164 0164.png -0.281297 -3.078952 0.780554 -0.372469 0.717764 0.522167 -0.270968
165 0165.png -0.277046 -3.081839 0.782228 -0.385259 0.712362 0.515988 -0.279056
166 0166.png -0.272759 -3.084536 0.783902 -0.398483 0.706435 0.509481 -0.287386
167 0167.png -0.268439 -3.087040 0.785574 -0.412137 0.699934 0.502635 -0.295963
168 0168.png -0.264087 -3.089345 0.787246 -0.426212 0.692808 0.495441 -0.304793
169 0169.png -0.259707 -3.091449 0.788917 -0.440691 0.685006 0.487891 -0.313879
170 0170.png -0.255300 -3.093347 0.790586 -0.455545 0.676479 0.479981 -0.323223
171 0171.png -0.250869 -3.095035 0.792255 -0.470738 0.667178 0.471709 -0.332821
172 0172.png -0.246415 -3.096508 0.793922 -0.486218 0.657062 0.463075 -0.342671
173 0173.png -0.241942 -3.097763 0.795588 -0.501924 0.646093 0.454087 -0.352762
174 0174.png -0.237450 -3.098794 0.797253 -0.517780 0.634248 0.444753 -0.363082
175 0175.png -0.232943 -3.099600 0.798917 -0.533699 0.621512 0.435087 -0.373614
176 0176.png -0.228423 -3.100174 0.800579 -0.549550 0.607914 0.425131 -0.384315
177 0177.png -0.223892 -3.100516 0.802240 -0.564862 0.593810 0.415160 -0.394921
178 0178.png -0.219351 -3.100628 0.803900 0.579456 -0.579386 -0.405279 0.405328
179 0179.png -0.214803 -3.100516 0.805558 0.593284 -0.564741 -0.395518 0.415509
180 0180.png -0.210250 -3.100181 0.807215 0.606313 -0.549972 -0.385902 0.425435
181 0181.png -0.205693 -3.099627 0.808870 0.618526 -0.535174 -0.376452 0.435084
182 0182.png -0.201135 -3.098858 0.810523 0.629921 -0.520430 -0.367187 0.444438
183 0183.png -0.196577 -3.097877 0.812174 0.640510 -0.505817 -0.358120 0.453483
184 0184.png -0.192022 -3.096687 0.813823 0.650311 -0.491402 -0.349262 0.462207
185 0185.png -0.187471 -3.095293 0.815469 0.659357 -0.477241 -0.340621 0.470603
186 0186.png -0.182926 -3.093696 0.817114 0.667682 -0.463378 -0.332201 0.478669
187 0187.png -0.178389 -3.091902 0.818755 0.675326 -0.449851 -0.324005 0.486404
188 0188.png -0.173863 -3.089913 0.820395 0.682334 -0.436685 -0.316033 0.493812
189 0189.png -0.169349 -3.087733 0.822032 0.688748 -0.423899 -0.308283 0.500896
190 0190.png -0.164848 -3.085364 0.823666 0.694614 -0.411504 -0.300752 0.507665
191 0191.png -0.160364 -3.082812 0.825297 0.699975 -0.399506 -0.293435 0.514126
192 0192.png -0.155897 -3.080078 0.826925 0.704872 -0.387905 -0.286326 0.520291
193 0193.png -0.151451 -3.077167 0.828550 0.709346 -0.376696 -0.279420 0.526168
194 0194.png -0.147026 -3.074081 0.830172 0.713434 -0.365871 -0.272709 0.531771
195 0195.png -0.142624 -3.070825 0.831790 0.717171 -0.355421 -0.266185 0.537110
196 0196.png -0.138249 -3.067402 0.833405 0.720589 -0.345334 -0.259842 0.542198
197 0197.png -0.133901 -3.063815 0.835017 0.723719 -0.335595 -0.253670 0.547046
198 0198.png -0.129583 -3.060067 0.836625 0.726587 -0.326189 -0.247662 0.551667
199 0199.png -0.125296 -3.056163 0.838229 0.729218 -0.317102 -0.241809 0.556071
200 0200.png -0.121042 -3.052105 0.839829 0.731636 -0.308318 -0.236103 0.560271
201 0201.png -0.116824 -3.047897 0.841426 0.733861 -0.299820 -0.230537 0.564277
202 0202.png -0.112643 -3.043542 0.843018 0.735911 -0.291594 -0.225101 0.568100
203 0203.png -0.108501 -3.039044 0.844606 0.737804 -0.283623 -0.219789 0.571749
204 0204.png -0.104401 -3.034406 0.846189 0.739554 -0.275893 -0.214593 0.575233
205 0205.png -0.100344 -3.029632 0.847769 0.741175 -0.268389 -0.209505 0.578563
206 0206.png -0.096331 -3.024725 0.849343 0.742680 -0.261096 -0.204518 0.581746
207 0207.png -0.092366 -3.019689 0.850914 0.744079 -0.254000 -0.199625 0.584790
208 0208.png -0.088450 -3.014526 0.852479 0.745383 -0.247089 -0.194820 0.587704
209 0209.png -0.084584 -3.009241 0.854039 0.746601 -0.240350 -0.190095 0.590493
210 0210.png -0.080771 -3.003837 0.855595 0.747741 -0.233770 -0.185444 0.593166
211 0211.png -0.077013 -2.998317 0.857145 0.748810 -0.227337 -0.180862 0.595727
212 0212.png -0.073312 -2.992684 0.858690 0.749814 -0.221041 -0.176341 0.598184
213 0213.png -0.069669 -2.986943 0.860230 0.750759 -0.214870 -0.171877 0.600541
214 0214.png -0.066087 -2.981097 0.861765 0.751652 -0.208815 -0.167464 0.602804
215 0215.png -0.062567 -2.975148 0.863294 0.752495 -0.202865 -0.163095 0.604977
216 0216.png -0.059112 -2.969101 0.864817 0.753294 -0.197010 -0.158767 0.607065
217 0217.png -0.055723 -2.962958 0.866334 0.754053 -0.191243 -0.154473 0.609072
218 0218.png -0.052403 -2.956724 0.867846 0.754774 -0.185553 -0.150208 0.611002
219 0219.png -0.049153 -2.950402 0.869352 0.755461 -0.179933 -0.145969 0.612859
220 0220.png -0.045975 -2.943995 0.870851 0.756116 -0.174375 -0.141749 0.614646
221 0221.png -0.042871 -2.937506 0.872345 0.756742 -0.168869 -0.137544 0.616366
222 0222.png -0.039843 -2.930940 0.873832 0.757340 -0.163410 -0.133350 0.618022
223 0223.png -0.036893 -2.924299 0.875312 0.757913 -0.157989 -0.129161 0.619616
224 0224.png -0.034023 -2.917587 0.876787 0.758462 -0.152600 -0.124973 0.621152
225 0225.png -0.031235 -2.910807 0.878254 0.758988 -0.147234 -0.120783 0.622632
226 0226.png -0.028531 -2.903963 0.879715 0.759493 -0.141886 -0.116585 0.624057
227 0227.png -0.025912 -2.897058 0.881169 0.759977 -0.136549 -0.112374 0.625429
228 0228.png -0.023382 -2.890096 0.882615 0.760440 -0.131216 -0.108148 0.626751
229 0229.png -0.020941 -2.883080 0.884055 0.760884 -0.125881 -0.103900 0.628023
230 0230.png -0.018591 -2.876014 0.885488 0.761309 -0.120537 -0.099628 0.629248
231 0231.png -0.016335 -2.868900 0.886913 0.761715 -0.115178 -0.095326 0.630426
232 0232.png -0.014175 -2.861743 0.888331 0.762101 -0.109798 -0.090990 0.631559
233 0233.png -0.012112 -2.854546 0.889741 0.762468 -0.104390 -0.086616 0.632647
234 0234.png -0.010148 -2.847312 0.891144 0.762816 -0.098949 -0.082199 0.633692
235 0235.png -0.008286 -2.840044 0.892539 0.763142 -0.093468 -0.077735 0.634693
236 0236.png -0.006526 -2.832747 0.893926 0.763448 -0.087941 -0.073220 0.635652
237 0237.png -0.004872 -2.825423 0.895305 0.763731 -0.082362 -0.068649 0.636568
238 0238.png -0.003325 -2.818076 0.896676 0.763991 -0.076726 -0.064017 0.637443
239 0239.png -0.001888 -2.810710 0.898039 0.764226 -0.071025 -0.059319 0.638276
240 0240.png -0.000561 -2.803328 0.899393 0.764435 -0.065254 -0.054552 0.639066
241 0241.png 0.000653 -2.795933 0.900739 0.764613 -0.059428 -0.049728 0.639815
242 0242.png 0.001754 -2.788527 0.902077 0.764746 -0.053646 -0.044932 0.640521
243 0243.png 0.002743 -2.781113 0.903406 0.764834 -0.047923 -0.040176 0.641185
244 0244.png 0.003621 -2.773693 0.904727 0.764878 -0.042258 -0.035459 0.641808
245 0245.png 0.004389 -2.766268 0.906040 0.764881 -0.036650 -0.030781 0.642391
246 0246.png 0.005048 -2.758839 0.907345 0.764844 -0.031098 -0.026142 0.642933
247 0247.png 0.005600 -2.751409 0.908641 0.764769 -0.025602 -0.021540 0.643435
248 0248.png 0.006045 -2.743980 0.909930 0.764657 -0.020159 -0.016976 0.643899
249 0249.png 0.006384 -2.736552 0.911211 0.764509 -0.014770 -0.012448 0.644323
250 0250.png 0.006619 -2.729129 0.912485 0.764328 -0.009432 -0.007956 0.644709
251 0251.png 0.006751 -2.721711 0.913751 0.764114 -0.004144 -0.003498 0.645058
252 0252.png 0.006780 -2.714300 0.915009 0.763869 0.001095 0.000925 0.645369
253 0253.png 0.006709 -2.706899 0.916259 0.763595 0.006286 0.005315 0.645643
254 0254.png 0.006537 -2.699508 0.917503 0.763291 0.011432 0.009673 0.645881
255 0255.png 0.006267 -2.692130 0.918739 0.762960 0.016533 0.014000 0.646082
256 0256.png 0.005898 -2.684767 0.919968 0.762602 0.021592 0.018298 0.646248
257 0257.png 0.005433 -2.677420 0.921189 0.762219 0.026610 0.022566 0.646378
258 0258.png 0.004873 -2.670090 0.922404 0.761811 0.031589 0.026807 0.646473
259 0259.png 0.004218 -2.662781 0.923612 0.761379 0.036531 0.031021 0.646533
260 0260.png 0.003469 -2.655493 0.924813 0.760925 0.041438 0.035210 0.646558
261 0261.png 0.002628 -2.648228 0.926007 0.760448 0.046312 0.039375 0.646548
262 0262.png 0.001696 -2.640988 0.927194 0.759949 0.051154 0.043518 0.646504
263 0263.png 0.000674 -2.633775 0.928375 0.759429 0.055968 0.047640 0.646425
264 0264.png -0.000437 -2.626590 0.929550 0.758889 0.060754 0.051742 0.646312
265 0265.png -0.001637 -2.619436 0.930718 0.758328 0.065515 0.055825 0.646165
266 0266.png -0.002923 -2.612313 0.931879 0.757748 0.070254 0.059892 0.645984
267 0267.png -0.004294 -2.605224 0.933035 0.757149 0.074971 0.063943 0.645768
268 0268.png -0.005751 -2.598171 0.934184 0.756530 0.079671 0.067980 0.645518
269 0269.png -0.007291 -2.591155 0.935327 0.755892 0.084354 0.072005 0.645234
270 0270.png -0.008913 -2.584179 0.936464 0.755236 0.089024 0.076019 0.644914
271 0271.png -0.010617 -2.577243 0.937595 0.754561 0.093682 0.080025 0.644560
272 0272.png -0.012400 -2.570349 0.938721 0.753867 0.098331 0.084023 0.644170
273 0273.png -0.014263 -2.563500 0.939841 0.753155 0.102974 0.088015 0.643745
274 0274.png -0.016205 -2.556697 0.940955 0.752424 0.107612 0.092003 0.643284
275 0275.png -0.018223 -2.549942 0.942063 0.751673 0.112249 0.095989 0.642786
276 0276.png -0.020316 -2.543236 0.943167 0.750903 0.116887 0.099974 0.642252
277 0277.png -0.022485 -2.536581 0.944264 0.750113 0.121529 0.103961 0.641680
278 0278.png -0.024727 -2.529980 0.945357 0.749303 0.126177 0.107951 0.641070
279 0279.png -0.027042 -2.523434 0.946444 0.748473 0.130835 0.111947 0.640421
280 0280.png -0.029428 -2.516944 0.947526 0.747620 0.135504 0.115949 0.639733
281 0281.png -0.031885 -2.510513 0.948603 0.746746 0.140188 0.119961 0.639004
282 0282.png -0.034411 -2.504141 0.949676 0.745849 0.144890 0.123984 0.638235
283 0283.png -0.037004 -2.497832 0.950743 0.744929 0.149612 0.128020 0.637423
284 0284.png -0.039666 -2.491586 0.951806 0.743984 0.154358 0.132072 0.636568
285 0285.png -0.042392 -2.485406 0.952864 0.743013 0.159131 0.136141 0.635669
286 0286.png -0.045184 -2.479293 0.953917 0.742015 0.163934 0.140230 0.634724
287 0287.png -0.048040 -2.473249 0.954966 0.740989 0.168770 0.144341 0.633733
288 0288.png -0.050958 -2.467275 0.956010 0.739933 0.173643 0.148477 0.632694
289 0289.png -0.053938 -2.461374 0.957050 0.738847 0.178556 0.152639 0.631605
290 0290.png -0.056978 -2.455547 0.958086 0.737727 0.183512 0.156830 0.630465
291 0291.png -0.060078 -2.449796 0.959118 0.736573 0.188516 0.161053 0.629272
292 0292.png -0.063236 -2.444123 0.960146 0.735383 0.193570 0.165311 0.628025
293 0293.png -0.066451 -2.438529 0.961170 0.734154 0.198679 0.169605 0.626721
294 0294.png -0.069722 -2.433017 0.962189 0.732884 0.203846 0.173939 0.625359
295 0295.png -0.073048 -2.427587 0.963205 0.731570 0.209076 0.178315 0.623936
296 0296.png -0.076428 -2.422243 0.964218 0.730211 0.214372 0.182736 0.622451
297 0297.png -0.079861 -2.416984 0.965226 0.728802 0.219738 0.187205 0.620900
298 0298.png -0.083345 -2.411814 0.966232 0.727342 0.225180 0.191725 0.619281
299 0299.png -0.086880 -2.406734 0.967233 0.725827 0.230700 0.196298 0.617592
300 0300.png -0.090465 -2.401746 0.968232 0.724253 0.236303 0.200928 0.615830
301 0301.png -0.094098 -2.396851 0.969227 0.722616 0.241995 0.205618 0.613992
302 0302.png -0.097778 -2.392052 0.970219 0.720913 0.247779 0.210371 0.612074
303 0303.png -0.101504 -2.387350 0.971207 0.719138 0.253660 0.215190 0.610074
304 0304.png -0.105276 -2.382746 0.972193 0.717289 0.259643 0.220078 0.607987
305 0305.png -0.109091 -2.378243 0.973176 0.715358 0.265732 0.225039 0.605811
306 0306.png -0.112949 -2.373843 0.974156 0.713342 0.271932 0.230075 0.603541
307 0307.png -0.116849 -2.369546 0.975133 0.711234 0.278247 0.235190 0.601174
308 0308.png -0.120790 -2.365356 0.976108 0.709029 0.284684 0.240387 0.598705
309 0309.png -0.124771 -2.361272 0.977080 0.706719 0.291245 0.245670 0.596130
310 0310.png -0.128790 -2.357299 0.978049 0.704299 0.297936 0.251042 0.593444
311 0311.png -0.132846 -2.353436 0.979017 0.701760 0.304761 0.256505 0.590643
312 0312.png -0.136938 -2.349686 0.979981 0.699096 0.311725 0.262063 0.587721
313 0313.png -0.141066 -2.346051 0.980944 0.696297 0.318830 0.267719 0.584674
314 0314.png -0.145228 -2.342533 0.981904 0.693356 0.326082 0.273475 0.581497
315 0315.png -0.149423 -2.339132 0.982863 0.690263 0.333484 0.279335 0.578184
316 0316.png -0.153650 -2.335852 0.983819 0.687010 0.341037 0.285301 0.574730
317 0317.png -0.157907 -2.332693 0.984774 0.683585 0.348746 0.291375 0.571129
