# frame_id image_name x y z qx qy qz qw
37 0037.png 1.817970 -3.569501 1.300000 0.575984 -0.410174 -0.410174 0.575984
38 0038.png 1.867837 -3.551761 1.300000 0.579497 -0.405196 -0.405196 0.579497
39 0039.png 1.917442 -3.533149 1.300000 0.582946 -0.400218 -0.400218 0.582946
40 0040.png 1.966761 -3.513676 1.300000 0.586335 -0.395236 -0.395236 0.586335
41 0041.png 2.015771 -3.493355 1.300000 0.589667 -0.390247 -0.390247 0.589667
42 0042.png 2.064449 -3.472198 1.300000 0.592946 -0.385246 -0.385246 0.592946
43 0043.png 2.112772 -3.450218 1.300000 0.596175 -0.380230 -0.380230 0.596175
44 0044.png 2.160716 -3.427427 1.300000 0.599357 -0.375194 -0.375194 0.599357
45 0045.png 2.208259 -3.403837 1.300000 0.602495 -0.370135 -0.370135 0.602495
46 0046.png 2.255378 -3.379460 1.300000 0.605590 -0.365048 -0.365048 0.605590
47 0047.png 2.302049 -3.354310 1.300000 0.608647 -0.359929 -0.359929 0.608647
48 0048.png 2.348248 -3.328398 1.300000 0.611666 -0.354774 -0.354774 0.611666
49 0049.png 2.393954 -3.301736 1.300000 0.614651 -0.349576 -0.349576 0.614651
50 0050.png 2.439142 -3.274337 1.300000 0.617604 -0.344333 -0.344333 0.617604
51 0051.png 2.483789 -3.246212 1.300000 0.620526 -0.339040 -0.339040 0.620526
52 0052.png 2.527873 -3.217376 1.300000 0.623419 -0.333690 -0.333690 0.623419
53 0053.png 2.571371 -3.187839 1.300000 0.626284 -0.328280 -0.328280 0.626284
54 0054.png 2.614258 -3.157614 1.300000 0.629124 -0.322804 -0.322804 0.629124
55 0055.png 2.656512 -3.126713 1.300000 0.631940 -0.317257 -0.317257 0.631940
56 0056.png 2.698110 -3.095149 1.300000 0.634732 -0.311634 -0.311634 0.634732
57 0057.png 2.739028 -3.062933 1.300000 0.637501 -0.305928 -0.305928 0.637501
58 0058.png 2.779244 -3.030079 1.300000 0.640249 -0.300134 -0.300134 0.640249
59 0059.png 2.818734 -2.996599 1.300000 0.642976 -0.294248 -0.294248 0.642976
60 0060.png 2.857475 -2.962504 1.300000 0.645682 -0.288262 -0.288262 0.645682
61 0061.png 2.895444 -2.927807 1.300000 0.648367 -0.282170 -0.282170 0.648367
62 0062.png 2.932618 -2.892521 1.300000 0.651031 -0.275967 -0.275967 0.651031
63 0063.png 2.968973 -2.856658 1.300000 0.653674 -0.269647 -0.269647 0.653674
64 0064.png 3.004486 -2.820229 1.300000 0.656296 -0.263204 -0.263204 0.656296
65 0065.png 3.039135 -2.783248 1.300000 0.658894 -0.256630 -0.256630 0.658894
66 0066.png 3.072896 -2.745726 1.300000 0.661468 -0.249920 -0.249920 0.661468
67 0067.png 3.105746 -2.707677 1.300000 0.664017 -0.243068 -0.243068 0.664017
68 0068.png 3.137662 -2.669111 1.300000 0.666538 -0.236067 -0.236067 0.666538
69 0069.png 3.168620 -2.630043 1.300000 0.669029 -0.228911 -0.228911 0.669029
70 0070.png 3.198598 -2.590483 1.300000 0.671488 -0.221594 -0.221594 0.671488
71 0071.png 3.227572 -2.550444 1.300000 0.673912 -0.214110 -0.214110 0.673912
72 0072.png 3.255519 -2.509939 1.300000 0.676296 -0.206454 -0.206454 0.676296
73 0073.png 3.282416 -2.468979 1.300000 0.678639 -0.198619 -0.198619 0.678639
74 0074.png 3.308240 -2.427578 1.300000 0.680934 -0.190601 -0.190601 0.680934
75 0075.png 3.332967 -2.385747 1.300000 0.683178 -0.182395 -0.182395 0.683178
76 0076.png 3.356575 -2.343498 1.300000 0.685365 -0.173997 -0.173997 0.685365
77 0077.png 3.379041 -2.300845 1.300000 0.687490 -0.165402 -0.165402 0.687490
78 0078.png 3.400340 -2.257799 1.300000 0.689546 -0.156609 -0.156609 0.689546
79 0079.png 3.420450 -2.214372 1.300000 0.691527 -0.147615 -0.147615 0.691527
80 0080.png 3.439349 -2.170578 1.300000 0.693427 -0.138417 -0.138417 0.693427
81 0081.png 3.457012 -2.126427 1.300000 0.695237 -0.129017 -0.129017 0.695237
82 0082.png 3.473416 -2.081933 1.300000 0.696951 -0.119415 -0.119415 0.696951
83 0083.png 3.488539 -2.037108 1.300000 0.698559 -0.109611 -0.109611 0.698559
84 0084.png 3.502356 -1.991964 1.300000 0.700054 -0.099619 -0.099619 0.700054
85 0085.png 3.514866 -1.946513 1.300000 0.701385 -0.089774 -0.089774 0.701385
86 0086.png 3.526109 -1.900763 1.300000 0.702536 -0.080269 -0.080269 0.702536
87 0087.png 3.536136 -1.854722 1.300000 0.703521 -0.071123 -0.071123 0.703521
88 0088.png 3.544994 -1.808400 1.300000 0.704352 -0.062353 -0.062353 0.704352
89 0089.png 3.552733 -1.761805 1.300000 0.705044 -0.053972 -0.053972 0.705044
90 0090.png 3.559403 -1.714946 1.300000 0.705610 -0.045988 -0.045988 0.705610
91 0091.png 3.565052 -1.667830 1.300000 0.706063 -0.038409 -0.038409 0.706063
92 0092.png 3.569729 -1.620467 1.300000 0.706416 -0.031238 -0.031238 0.706416
93 0093.png 3.573484 -1.572866 1.300000 0.706683 -0.024478 -0.024478 0.706683
94 0094.png 3.576365 -1.525034 1.300000 0.706874 -0.018128 -0.018128 0.706874
95 0095.png 3.578422 -1.476980 1.300000 0.707002 -0.012187 -0.012187 0.707002
96 0096.png 3.579703 -1.428713 1.300000 0.707076 -0.006650 -0.006650 0.707076
97 0097.png 3.580258 -1.380241 1.300000 0.707105 -0.001516 -0.001516 0.707105
98 0098.png 3.580136 -1.331573 1.300000 0.707099 0.003222 0.003222 0.707099
99 0099.png 3.579385 -1.282718 1.300000 0.707066 0.007569 0.007569 0.707066
100 0100.png 3.578056 -1.233683 1.300000 0.707013 0.011530 0.011530 0.707013
101 0101.png 3.576197 -1.184478 1.300000 0.706945 0.015112 0.015112 0.706945
102 0102.png 3.573856 -1.135112 1.300000 0.706869 0.018319 0.018319 0.706869
103 0103.png 3.571084 -1.085591 1.300000 0.706790 0.021158 0.021158 0.706790
104 0104.png 3.567929 -1.035926 1.300000 0.706712 0.023633 0.023633 0.706712
105 0105.png 3.564440 -0.986125 1.300000 0.706638 0.025751 0.025751 0.706638
106 0106.png 3.560667 -0.936196 1.300000 0.706571 0.027516 0.027516 0.706571
107 0107.png 3.556658 -0.886147 1.300000 0.706515 0.028931 0.028931 0.706515
108 0108.png 3.552462 -0.835988 1.300000 0.706470 0.030002 0.030002 0.706470
109 0109.png 3.548129 -0.785727 1.300000 0.706439 0.030731 0.030731 0.706439
110 0110.png 3.543708 -0.735373 1.300000 0.706422 0.031120 0.031120 0.706422
111 0111.png 3.539247 -0.684933 1.300000 0.706419 0.031173 0.031173 0.706419
112 0112.png 3.534797 -0.634417 1.300000 0.706432 0.030891 0.030891 0.706432
113 0113.png 3.530405 -0.583833 1.300000 0.706458 0.030275 0.030275 0.706458
114 0114.png 3.526121 -0.533190 1.300000 0.706498 0.029325 0.029325 0.706498
115 0115.png 3.521994 -0.482495 1.300000 0.706551 0.028042 0.028042 0.706551
116 0116.png 3.518073 -0.431759 1.300000 0.706613 0.026426 0.026426 0.706613
117 0117.png 3.514407 -0.380989 1.300000 0.706683 0.024474 0.024474 0.706683
118 0118.png 3.511045 -0.330193 1.300000 0.706759 0.022188 0.022188 0.706759
119 0119.png 3.508037 -0.279381 1.300000 0.706836 0.019564 0.019564 0.706836
120 0120.png 3.505431 -0.228561 1.300000 0.706912 0.016601 0.016601 0.706912
121 0121.png 3.503277 -0.177742 1.300000 0.706982 0.013298 0.013298 0.706982
122 0122.png 3.501623 -0.126931 1.300000 0.707041 0.009652 0.009652 0.707041
123 0123.png 3.500519 -0.076138 1.300000 0.707084 0.005661 0.005661 0.707084
124 0124.png 3.500013 -0.025371 1.300000 0.707106 0.001324 0.001324 0.707106
125 0125.png 3.500153 0.025361 1.300000 0.707099 -0.003276 -0.003276 0.707099
126 0126.png 3.500938 0.076054 1.300000 0.707066 -0.007618 -0.007618 0.707066
127 0127.png 3.502320 0.126703 1.300000 0.707011 -0.011617 -0.011617 0.707011
128 0128.png 3.504250 0.177306 1.300000 0.706942 -0.015271 -0.015271 0.706942
129 0129.png 3.506676 0.227860 1.300000 0.706863 -0.018579 -0.018579 0.706863
130 0130.png 3.509549 0.278363 1.300000 0.706779 -0.021543 -0.021543 0.706779
131 0131.png 3.512819 0.328812 1.300000 0.706694 -0.024161 -0.024161 0.706694
132 0132.png 3.516436 0.379203 1.300000 0.706613 -0.026434 -0.026434 0.706613
133 0133.png 3.520349 0.429534 1.300000 0.706538 -0.028362 -0.028362 0.706538
134 0134.png 3.524509 0.479803 1.300000 0.706472 -0.029945 -0.029945 0.706472
135 0135.png 3.528865 0.530006 1.300000 0.706419 -0.031182 -0.031182 0.706419
136 0136.png 3.533368 0.580140 1.300000 0.706379 -0.032074 -0.032074 0.706379
137 0137.png 3.537966 0.630204 1.300000 0.706354 -0.032619 -0.032619 0.706354
138 0138.png 3.542611 0.680193 1.300000 0.706345 -0.032816 -0.032816 0.706345
139 0139.png 3.547252 0.730106 1.300000 0.706352 -0.032663 -0.032663 0.706352
140 0140.png 3.551839 0.779939 1.300000 0.706375 -0.032160 -0.032160 0.706375
141 0141.png 3.556322 0.829689 1.300000 0.706414 -0.031304 -0.031304 0.706414
142 0142.png 3.560651 0.879355 1.300000 0.706466 -0.030092 -0.030092 0.706466
143 0143.png 3.564776 0.928932 1.300000 0.706531 -0.028522 -0.028522 0.706531
144 0144.png 3.568646 0.978419 1.300000 0.706607 -0.026590 -0.026590 0.706607
145 0145.png 3.572211 1.027812 1.300000 0.706689 -0.024294 -0.024294 0.706689
146 0146.png 3.575423 1.077108 1.300000 0.706776 -0.021630 -0.021630 0.706776
147 0147.png 3.578229 1.126305 1.300000 0.706862 -0.018595 -0.018595 0.706862
148 0148.png 3.580581 1.175400 1.300000 0.706944 -0.015184 -0.015184 0.706944
149 0149.png 3.582428 1.224391 1.300000 0.707015 -0.011395 -0.011395 0.707015
150 0150.png 3.583720 1.273273 1.300000 0.707070 -0.007225 -0.007225 0.707070
151 0151.png 3.584407 1.322046 1.300000 0.707102 -0.002670 -0.002670 0.707102
152 0152.png 3.584439 1.370704 1.300000 0.707103 0.002271 0.002271 0.707103
153 0153.png 3.583766 1.419247 1.300000 0.707066 0.007600 0.007600 0.707066
154 0154.png 3.582338 1.467671 1.300000 0.706981 0.013317 0.013317 0.706981
155 0155.png 3.580104 1.515973 1.300000 0.706840 0.019422 0.019422 0.706840
156 0156.png 3.577015 1.564151 1.300000 0.706632 0.025912 0.025912 0.706632
157 0157.png 3.573020 1.612202 1.300000 0.706346 0.032784 0.032784 0.706346
158 0158.png 3.568070 1.660122 1.300000 0.705973 0.040032 0.040032 0.705973
159 0159.png 3.562114 1.707909 1.300000 0.705500 0.047648 0.047648 0.705500
160 0160.png 3.555103 1.755561 1.300000 0.704916 0.055622 0.055622 0.704916
161 0161.png 3.546985 1.803074 1.300000 0.704210 0.063941 0.063941 0.704210
162 0162.png 3.537712 1.850446 1.300000 0.703371 0.072589 0.072589 0.703371
163 0163.png 3.527233 1.897674 1.300000 0.702389 0.081549 0.081549 0.702389
164 0164.png 3.515497 1.944755 1.300000 0.701253 0.090798 0.090798 0.701253
165 0165.png 3.502455 1.991686 1.300000 0.699955 0.100313 0.100313 0.699955
166 0166.png 3.488064 2.038462 1.300000 0.698513 0.109906 0.109906 0.698513
167 0167.png 3.472331 2.085062 1.300000 0.696976 0.119266 0.119266 0.696976
168 0168.png 3.455284 2.131457 1.300000 0.695352 0.128394 0.128394 0.695352
169 0169.png 3.436950 2.177620 1.300000 0.693649 0.137300 0.137300 0.693649
170 0170.png 3.417357 2.223521 1.300000 0.691871 0.145996 0.145996 0.691871
171 0171.png 3.396533 2.269134 1.300000 0.690023 0.154492 0.154492 0.690023
172 0172.png 3.374506 2.314428 1.300000 0.688111 0.162800 0.162800 0.688111
173 0173.png 3.351304 2.359378 1.300000 0.686136 0.170930 0.170930 0.686136
174 0174.png 3.326954 2.403953 1.300000 0.684103 0.178894 0.178894 0.684103
175 0175.png 3.301485 2.448126 1.300000 0.682013 0.186702 0.186702 0.682013
176 0176.png 3.274924 2.491869 1.300000 0.679869 0.194367 0.194367 0.679869
177 0177.png 3.247299 2.535153 1.300000 0.677670 0.201898 0.201898 0.677670
178 0178.png 3.218639 2.577950 1.300000 0.675419 0.209307 0.209307 0.675419
179 0179.png 3.188970 2.620233 1.300000 0.673114 0.216603 0.216603 0.673114
180 0180.png 3.158320 2.661972 1.300000 0.670757 0.223798 0.223798 0.670757
181 0181.png 3.126718 2.703139 1.300000 0.668344 0.230902 0.230902 0.668344
182 0182.png 3.094191 2.743706 1.300000 0.665877 0.237924 0.237924 0.665877
183 0183.png 3.060768 2.783646 1.300000 0.663353 0.244874 0.244874 0.663353
184 0184.png 3.026475 2.822929 1.300000 0.660769 0.251763 0.251763 0.660769
185 0185.png 2.991342 2.861528 1.300000 0.658124 0.258598 0.258598 0.658124
186 0186.png 2.955395 2.899414 1.300000 0.655414 0.265391 0.265391 0.655414
187 0187.png 2.918662 2.936559 1.300000 0.652637 0.272149 0.272149 0.652637
188 0188.png 2.881172 2.972934 1.300000 0.649788 0.278882 0.278882 0.649788
189 0189.png 2.842952 3.008513 1.300000 0.646865 0.285598 0.285598 0.646865
190 0190.png 2.804030 3.043265 1.300000 0.643861 0.292306 0.292306 0.643861
191 0191.png 2.764433 3.077164 1.300000 0.640773 0.299015 0.299015 0.640773
192 0192.png 2.724191 3.110180 1.300000 0.637595 0.305732 0.305732 0.637595
193 0193.png 2.683330 3.142287 1.300000 0.634322 0.312466 0.312466 0.634322
194 0194.png 2.641878 3.173454 1.300000 0.630948 0.319225 0.319225 0.630948
195 0195.png 2.599864 3.203655 1.300000 0.627466 0.326016 0.326016 0.627466
196 0196.png 2.557315 3.232860 1.300000 0.623869 0.332847 0.332847 0.623869
197 0197.png 2.514258 3.261042 1.300000 0.620150 0.339726 0.339726 0.620150
198 0198.png 2.470723 3.288173 1.300000 0.616301 0.346659 0.346659 0.616301
199 0199.png 2.426735 3.314224 1.300000 0.612314 0.353654 0.353654 0.612314
200 0200.png 2.382325 3.339167 1.300000 0.608180 0.360717 0.360717 0.608180
201 0201.png 2.337518 3.362973 1.300000 0.603890 0.367855 0.367855 0.603890
202 0202.png 2.292344 3.385615 1.300000 0.599434 0.375072 0.375072 0.599434
203 0203.png 2.246829 3.407065 1.300000 0.594802 0.382375 0.382375 0.594802
204 0204.png 2.201003 3.427293 1.300000 0.589983 0.389769 0.389769 0.589983
205 0205.png 2.154892 3.446272 1.300000 0.584967 0.397257 0.397257 0.584967
206 0206.png 2.108524 3.463974 1.300000 0.579742 0.404844 0.404844 0.579742
207 0207.png 2.061928 3.480370 1.300000 0.574297 0.412532 0.412532 0.574297
208 0208.png 2.015130 3.495432 1.300000 0.568619 0.420324 0.420324 0.568619
209 0209.png 1.968159 3.509136 1.300000 0.562768 0.428127 0.428127 0.562768
210 0210.png 1.921026 3.521503 1.300000 0.556966 0.435647 0.435647 0.556966
211 0211.png 1.873736 3.532584 1.300000 0.551254 0.442853 0.442853 0.551254
212 0212.png 1.826292 3.542429 1.300000 0.545654 0.449735 0.449735 0.545654
213 0213.png 1.778699 3.551089 1.300000 0.540187 0.456287 0.456287 0.540187
214 0214.png 1.730962 3.558614 1.300000 0.534872 0.462506 0.462506 0.534872
215 0215.png 1.683082 3.565055 1.300000 0.529728 0.468389 0.468389 0.529728
216 0216.png 1.635066 3.570462 1.300000 0.524769 0.473938 0.473938 0.524769
217 0217.png 1.586917 3.574886 1.300000 0.520010 0.479155 0.479155 0.520010
218 0218.png 1.538639 3.578378 1.300000 0.515463 0.484043 0.484043 0.515463
219 0219.png 1.490235 3.580988 1.300000 0.511139 0.488607 0.488607 0.511139
220 0220.png 1.441711 3.582766 1.300000 0.507047 0.492852 0.492852 0.507047
221 0221.png 1.393069 3.583764 1.300000 0.503194 0.496786 0.496786 0.503194
222 0222.png 1.344315 3.584031 1.300000 0.499586 0.500414 0.500414 0.499586
223 0223.png 1.295452 3.583619 1.300000 0.496229 0.503743 0.503743 0.496229
224 0224.png 1.246484 3.582578 1.300000 0.493127 0.506780 0.506780 0.493127
225 0225.png 1.197415 3.580958 1.300000 0.490282 0.509533 0.509533 0.490282
226 0226.png 1.148249 3.578810 1.300000 0.487697 0.512007 0.512007 0.487697
227 0227.png 1.098991 3.576185 1.300000 0.485374 0.514210 0.514210 0.485374
228 0228.png 1.049644 3.573133 1.300000 0.483314 0.516147 0.516147 0.483314
229 0229.png 1.000212 3.569705 1.300000 0.481517 0.517823 0.517823 0.481517
230 0230.png 0.950699 3.565951 1.300000 0.479984 0.519245 0.519245 0.479984
231 0231.png 0.901110 3.561922 1.300000 0.478715 0.520415 0.520415 0.478715
232 0232.png 0.851449 3.557669 1.300000 0.477709 0.521339 0.521339 0.477709
233 0233.png 0.801718 3.553241 1.300000 0.476966 0.522019 0.522019 0.476966
234 0234.png 0.751924 3.548690 1.300000 0.476485 0.522458 0.522458 0.476485
235 0235.png 0.702068 3.544066 1.300000 0.476266 0.522657 0.522657 0.476266
236 0236.png 0.652156 3.539420 1.300000 0.476308 0.522619 0.522619 0.476308
237 0237.png 0.602192 3.534802 1.300000 0.476610 0.522344 0.522344 0.476610
238 0238.png 0.552180 3.530263 1.300000 0.477171 0.521832 0.521832 0.477171
239 0239.png 0.502123 3.525854 1.300000 0.477989 0.521082 0.521082 0.477989
240 0240.png 0.452025 3.521624 1.300000 0.479065 0.520093 0.520093 0.479065
241 0241.png 0.401892 3.517625 1.300000 0.480396 0.518864 0.518864 0.480396
242 0242.png 0.351726 3.513907 1.300000 0.481981 0.517392 0.517392 0.481981
243 0243.png 0.301532 3.510521 1.300000 0.483819 0.515674 0.515674 0.483819
244 0244.png 0.251313 3.507517 1.300000 0.485906 0.513707 0.513707 0.485906
245 0245.png 0.201075 3.504946 1.300000 0.488242 0.511488 0.511488 0.488242
246 0246.png 0.150820 3.502858 1.300000 0.490823 0.509012 0.509012 0.490823
247 0247.png 0.100554 3.501304 1.300000 0.493645 0.506275 0.506275 0.493645
248 0248.png 0.050279 3.500334 1.300000 0.496706 0.503273 0.503273 0.496706
249 0249.png 0.000000 3.500000 1.300000 0.500000 0.500000 0.500000 0.500000
250 0250.png -0.050279 3.500334 1.300000 0.503273 0.496706 0.496706 0.503273
251 0251.png -0.100554 3.501304 1.300000 0.506275 0.493645 0.493645 0.506275
252 0252.png -0.150820 3.502858 1.300000 0.509012 0.490823 0.490823 0.509012
253 0253.png -0.201075 3.504946 1.300000 0.511488 0.488242 0.488242 0.511488
254 0254.png -0.251313 3.507517 1.300000 0.513707 0.485906 0.485906 0.513707
255 0255.png -0.301532 3.510521 1.300000 0.515674 0.483819 0.483819 0.515674
256 0256.png -0.351726 3.513907 1.300000 0.517392 0.481981 0.481981 0.517392
257 0257.png -0.401892 3.517625 1.300000 0.518864 0.480396 0.480396 0.518864
258 0258.png -0.452025 3.521624 1.300000 0.520093 0.479065 0.479065 0.520093
259 0259.png -0.502123 3.525854 1.300000 0.521082 0.477989 0.477989 0.521082
260 0260.png -0.552180 3.530263 1.300000 0.521832 0.477171 0.477171 0.521832
261 0261.png -0.602192 3.534802 1.300000 0.522344 0.476610 0.476610 0.522344
262 0262.png -0.652156 3.539420 1.300000 0.522619 0.476308 0.476308 0.522619
263 0263.png -0.702068 3.544066 1.300000 0.522657 0.476266 0.476266 0.522657
264 0264.png -0.751924 3.548690 1.300000 0.522458 0.476485 0.476485 0.522458
265 0265.png -0.801718 3.553241 1.300000 0.522019 0.476966 0.476966 0.522019
266 0266.png -0.851449 3.557669 1.300000 0.521339 0.477709 0.477709 0.521339
267 0267.png -0.901110 3.561922 1.300000 0.520415 0.478715 0.478715 0.520415
268 0268.png -0.950699 3.565951 1.300000 0.519245 0.479984 0.479984 0.519245
269 0269.png -1.000212 3.569705 1.300000 0.517823 0.481517 0.481517 0.517823
270 0270.png -1.049644 3.573133 1.300000 0.516147 0.483314 0.483314 0.516147
271 0271.png -1.098991 3.576185 1.300000 0.514210 0.485374 0.485374 0.514210
272 0272.png -1.148249 3.578810 1.300000 0.512007 0.487697 0.487697 0.512007
273 0273.png -1.197415 3.580958 1.300000 0.509533 0.490282 0.490282 0.509533
274 0274.png -1.246484 3.582578 1.300000 0.506780 0.493127 0.493127 0.506780
275 0275.png -1.295452 3.583619 1.300000 0.503743 0.496229 0.496229 0.503743
276 0276.png -1.344315 3.584031 1.300000 0.500414 0.499586 0.499586 0.500414
277 0277.png -1.393069 3.583764 1.300000 0.496786 0.503194 0.503194 0.496786
278 0278.png -1.441711 3.582766 1.300000 0.492852 0.507047 0.507047 0.492852
279 0279.png -1.490235 3.580988 1.300000 0.488607 0.511139 0.511139 0.488607
280 0280.png -1.538639 3.578378 1.300000 0.484043 0.515463 0.515463 0.484043
281 0281.png -1.586917 3.574886 1.300000 0.479155 0.520010 0.520010 0.479155
282 0282.png -1.635066 3.570462 1.300000 0.473938 0.524769 0.524769 0.473938
283 0283.png -1.683082 3.565055 1.300000 0.468389 0.529728 0.529728 0.468389
284 0284.png -1.730962 3.558614 1.300000 0.462506 0.534872 0.534872 0.462506
285 0285.png -1.778699 3.551089 1.300000 0.456287 0.540187 0.540187 0.456287
286 0286.png -1.826292 3.542429 1.300000 0.449735 0.545654 0.545654 0.449735
287 0287.png -1.873736 3.532584 1.300000 0.442853 0.551254 0.551254 0.442853
288 0288.png -1.921026 3.521503 1.300000 0.435647 0.556966 0.556966 0.435647
289 0289.png -1.968159 3.509136 1.300000 0.428127 0.562768 0.562768 0.428127
290 0290.png -2.015130 3.495432 1.300000 0.420324 0.568619 0.568619 0.420324
291 0291.png -2.061928 3.480370 1.300000 0.412532 0.574297 0.574297 0.412532
292 0292.png -2.108524 3.463974 1.300000 0.404844 0.579742 0.579742 0.404844
293 0293.png -2.154892 3.446272 1.300000 0.397257 0.584967 0.584967 0.397257
294 0294.png -2.201003 3.427293 1.300000 0.389769 0.589983 0.589983 0.389769
295 0295.png -2.246829 3.407065 1.300000 0.382375 0.594802 0.594802 0.382375
296 0296.png -2.292344 3.385615 1.300000 0.375072 0.599434 0.599434 0.375072
297 0297.png -2.337518 3.362973 1.300000 0.367855 0.603890 0.603890 0.367855
298 0298.png -2.382325 3.339167 1.300000 0.360717 0.608180 0.608180 0.360717
299 0299.png -2.426735 3.314224 1.300000 0.353654 0.612314 0.612314 0.353654
300 0300.png -2.470723 3.288173 1.300000 0.346659 0.616301 0.616301 0.346659
301 0301.png -2.514258 3.261042 1.300000 0.339726 0.620150 0.620150 0.339726
302 0302.png -2.557315 3.232860 1.300000 0.332847 0.623869 0.623869 0.332847
303 0303.png -2.599864 3.203655 1.300000 0.326016 0.627466 0.627466 0.326016
304 0304.png -2.641878 3.173454 1.300000 0.319225 0.630948 0.630948 0.319225
305 0305.png -2.683330 3.142287 1.300000 0.312466 0.634322 0.634322 0.312466
306 0306.png -2.724191 3.110180 1.300000 0.305732 0.637595 0.637595 0.305732
307 0307.png -2.764433 3.077164 1.300000 0.299015 0.640773 0.640773 0.299015
308 0308.png -2.804030 3.043265 1.300000 0.292306 0.643861 0.643861 0.292306
309 0309.png -2.842952 3.008513 1.300000 0.285598 0.646865 0.646865 0.285598
310 0310.png -2.881172 2.972934 1.300000 0.278882 0.649788 0.649788 0.278882
311 0311.png -2.918662 2.936559 1.300000 0.272149 0.652637 0.652637 0.272149
312 0312.png -2.955395 2.899414 1.300000 0.265391 0.655414 0.655414 0.265391
313 0313.png -2.991342 2.861528 1.300000 0.258598 0.658124 0.658124 0.258598
314 0314.png -3.026475 2.822929 1.300000 0.251763 0.660769 0.660769 0.251763
315 0315.png -3.060768 2.783646 1.300000 0.244874 0.663353 0.663353 0.244874
316 0316.png -3.094191 2.743706 1.300000 0.237924 0.665877 0.665877 0.237924
317 0317.png -3.126718 2.703139 1.300000 0.230902 0.668344 0.668344 0.230902
318 0318.png -3.158320 2.661972 1.300000 0.223798 0.670757 0.670757 0.223798
319 0319.png -3.188970 2.620233 1.300000 0.216603 0.673114 0.673114 0.216603
320 0320.png -3.218639 2.577950 1.300000 0.209307 0.675419 0.675419 0.209307
321 0321.png -3.247299 2.535153 1.300000 0.201898 0.677670 0.677670 0.201898
322 0322.png -3.274924 2.491869 1.300000 0.194367 0.679869 0.679869 0.194367
